Category	term	Term_desc	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	22	3.53130016051364	2.38E-06	PSMD11, UBXN2B, PSMD13, ADRM1, UBE3A, KCTD2, RAD23A, ARMC8, PJA2, DNAJB2, PSMB6, NSFL1C, PSMA4, MAEA, APC, PSMC3, KAT5, PSMC1, PSMD2, CTNNB1, UBE2K, DTL	561	225	19462	3.3920697167756	0.00504585393578383	0.00505862122475177	0.00504196536935513
GOTERM_BP_DIRECT	GO:0006412	translation	20	3.21027287319422	2.45E-05	RPL39L, MRPS14, MRPS11, MRPS12, MRPL49, RPL13A, MRPL37, MRPL32, MRPL11, RPS15, RPS26, EEF1A1, RPL7A, RPS28, RPS15A, MRPL1, RPS18, RPS3, RPS11, METTL17	561	222	19462	3.12537136066548	0.050700751569257	0.0260152815547433	0.0259296244658989
GOTERM_BP_DIRECT	GO:0006511	ubiquitin-dependent protein catabolic process	23	3.69181380417336	3.74E-05	USP47, USP15, PSMD11, CUL5, RNF13, UBE3C, USP10, PSMD13, USP21, USP11, ADRM1, RNF6, UBE3A, UBE3B, RNF40, CNOT4, RNF114, PSMA4, USP1, UBA1, USP40, UBE2K, DTL	561	290	19462	2.75140451164792	0.0764778834762733	0.026519680791539	0.0264323629338058
GOTERM_BP_DIRECT	GO:0006355	regulation of transcription, DNA-templated	53	8.50722311396469	5.16E-05	LIN54, JADE1, JADE2, NR3C1, ING5, ING3, GPBP1, ZNF764, ZNF160, RHOH, SAFB, ZFP90, MORF4L1, ZNF717, ZNF93, EWSR1, KAT6B, PSPC1, MTF2, PPIE, UBE2V1, ZNF675, ZNF630, ZNF596, ZNF274, L3MBTL2, MAGED1, SUPT4H1, RNF6, NR2C2, KRBOX4, MIER1, PCGF1, ZNF227, RREB1, PPARGC1B, ZNF586, ZNF146, POLR2M, ZNF143, ZNF264, ZNF383, BRPF3, NFYC, ATAD2, ZNF180, TRIP4, SMARCA2, DRAP1, SP1, CNOT2, ZNF615, CNOT3	561	1024	19462	1.79556247214795	0.103856213985345	0.0274128939003742	0.0273226350775602
GOTERM_BP_DIRECT	GO:0032981	mitochondrial respiratory chain complex I assembly	10	1.60513643659711	9.65E-05	NDUFAF8, NDUFS7, DMAC2, NDUFB4, NDUFS3, TMEM126A, NDUFAF3, NDUFC1, TMEM126B, ECSIT	561	65	19462	5.33717263129028	0.185516038346386	0.0363435126063555	0.0362238491123553
GOTERM_BP_DIRECT	GO:0015031	protein transport	29	4.65489566613162	1.03E-04	NUP188, GDI1, STXBP2, ITSN1, GOSR1, PHAX, USE1, SEC62, EPS15, BBS4, EIF5A, BTF3, MTX1, IST1, DENND4C, ARCN1, RUFY1, NECAP1, RABEP2, NASP, NUP50, PPT1, EXOC4, UBAP1, KIF20A, RAN, VPS28, BET1, ATG4D	561	446	19462	2.25573327578076	0.19593266195611	0.0363435126063555	0.0362238491123553
GOTERM_BP_DIRECT	GO:0006325	chromatin organization	23	3.69181380417336	1.82E-04	SUV39H2, L3MBTL2, KDM2A, PRMT1, BRPF3, USP21, ATAD2, SUPT4H1, BRCC3, SAFB, NR3C1, RNF40, BABAM1, ING5, MORF4L1, GFI1B, ING3, KAT5, MTF2, PKN1, FOXA3, FIRRE, HMGN1	561	323	19462	2.47030126432785	0.321000842370597	0.0553000209041737	0.0551179418137084
GOTERM_BP_DIRECT	GO:0000398	mRNA splicing, via spliceosome	17	2.72873194221509	2.30E-04	RBM14, SF3B2, RBM19, PPWD1, WDR83, CASC3, PNN, RBM4, HNRNPM, HNRNPF, DHX35, CWC22, PPIE, DHX38, HNRNPC, SNRPA, RBM5	561	200	19462	2.94878787878788	0.386523816645827	0.0610697115388217	0.0608686353484304
GOTERM_BP_DIRECT	GO:0002181	cytoplasmic translation	11	1.76565008025682	2.85E-04	RPS15, RPS26, RPL7A, RPS28, RPS15A, RPS18, RPS3, RPL13A, RPS11, FTSJ1, ZC3H15	561	91	19462	4.19349278172808	0.454738212716496	0.067378084099005	0.0671562371617082
GOTERM_BP_DIRECT	GO:0016573	histone acetylation	7	1.12359550561798	6.97E-04	ING5, MORF4L1, ING3, KAT5, BRPF3, KAT6B, EPC1	561	38	19462	6.39056196641336	0.772707638751204	0.148100207183784	0.147612577150724
