Category	term	Term_desc	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0002181	cytoplasmic translation	6	4.05405405405405	3.25E-04	RPL3, RPS18, RPS5, RPS11, RPL28, RPS24	128	91	19462	10.0250686813187	0.175962242284162	0.191322855527012	0.191322855527012
GOTERM_BP_DIRECT	GO:0006412	translation	8	5.40540540540541	6.42E-04	RPL3, RPS18, RPS5, RPS11, RPL28, RPS24, MRPL33, METTL17	128	222	19462	5.47916666666667	0.318029309131785	0.191322855527012	0.191322855527012
GOTERM_BP_DIRECT	GO:0042274	ribosomal small subunit biogenesis	4	2.7027027027027	0.0125631196408651	RPS5, RPS11, RPS24, METTL17	128	74	19462	8.21875	0.999465965926266	1	1
GOTERM_BP_DIRECT	GO:0035264	multicellular organism growth	4	2.7027027027027	0.0263491534173032	TTC8, TBL1XR1, RMI1, ARID5B	128	98	19462	6.20599489795918	0.999999877444022	1	1
GOTERM_BP_DIRECT	GO:0006368	transcription elongation from RNA polymerase II promoter	3	2.02702702702703	0.0267491082424444	SUPT4H1, ELP2, SUPT6H	128	39	19462	11.6959134615385	0.99999990406282	1	1
GOTERM_BP_DIRECT	GO:0098884	postsynaptic neurotransmitter receptor internalization	2	1.35135135135135	0.0510363865743949	AP2S1, AP2B1	128	8	19462	38.01171875	0.999999999999972	1	1
GOTERM_BP_DIRECT	GO:0060613	fat pad development	2	1.35135135135135	0.0510363865743949	TBL1XR1, ARID5B	128	8	19462	38.01171875	0.999999999999972	1	1
GOTERM_BP_DIRECT	GO:0000122	negative regulation of transcription from RNA polymerase II promoter	12	8.10810810810811	0.067948535928693	TBL1XR1, ID2, DNAJB4, SUPT4H1, ZFP69B, ARID4A, EPC1, ARID5B, RALY, TAGLN3, E2F6, MEIS2	128	1015	19462	1.79759852216749	1	1	1
GOTERM_BP_DIRECT	GO:0000281	mitotic cytokinesis	3	2.02702702702703	0.0728472075610876	PDCD6IP, NUSAP1, MYH10	128	68	19462	6.70795036764706	1	1	1
GOTERM_BP_DIRECT	GO:0051865	protein autoubiquitination	3	2.02702702702703	0.0784853050081298	RNF13, UBE3A, SH3RF1	128	71	19462	6.42451584507042	1	1	1
GOTERM_BP_DIRECT	GO:0019985	translesion synthesis	2	1.35135135135135	0.0876098874709289	SPRTN, DTL	128	14	19462	21.7209821428571	1	1	1
GOTERM_BP_DIRECT	GO:0050684	regulation of mRNA processing	2	1.35135135135135	0.099487526650778	SAFB, SUPT6H	128	16	19462	19.005859375	1	1	1
GOTERM_CC_DIRECT	GO:0005654	nucleoplasm	52	35.1351351351351	8.52E-07	WASHC4, JPT1, CRTC2, DOC2A, RNF13, SCHIP1, POP4, SETD6, ARID4A, C1ORF174, THUMPD1, CDC14A, CCAR1, PNN, PSMD4, RPS18, SUMO3, EPC1, RPS11, PHLDA1, METTL17, TLE3, RMI1, RPS5, ARID5B, SAFB, ARID1B, SRRM1, TBL1XR1, POLR1E, MAML3, DTL, INO80E, SUPT4H1, SUPT6H, HNRNPDL, DNAJB4, DHX35, KHDC4, NRBF2, ZNF346, E2F6, NFYC, ATAD2, ELP2, NASP, ID2, SPRTN, HBP1, COPS8, RPS24, TNRC6B	136	4077	20660	1.93755500728621	2.04E-04	2.04E-04	2.03E-04
GOTERM_CC_DIRECT	GO:0022626	cytosolic ribosome	7	4.72972972972973	3.33E-05	RPL3, RPS18, RPS5, ETF1, RPS11, RPL28, RPS24	136	93	20660	11.4342188488299	0.00796190057766311	0.00399681631745746	0.00396350951481198
GOTERM_CC_DIRECT	GO:0005730	nucleolus	21	14.1891891891892	9.15E-04	JPT1, INO80E, RPL3, DOC2A, IQSEC1, RPS5, POP4, ZFP69B, TWF1, ELP3, CDC14A, NUSAP1, POLR1E, EPC1, ZNF346, NOL12, RPS11, PHLDA1, DTL, DEDD, RPS24	136	1420	20660	2.24658243579122	0.19732850047413	0.0732363706516622	0.0726260675628984
GOTERM_CC_DIRECT	GO:0005829	cytosol	53	35.8108108108108	0.00279510507229186	ARF3, JPT1, RPL3, RNF13, SCHIP1, SETD6, ARID4A, UBE3A, SH3RF1, CDC14A, PSMD4, RPS18, FNTB, RPS11, LGALS8, PHLDA1, EIF5A, PDCD6IP, RPS5, ARID1B, SRRM1, DUS2, MYL5, MYL6, CSDE1, ETF1, RPL28, DTL, GAS8, COX19, TWF1, SRR, HNRNPDL, DNAJB4, AP2S1, MYH10, GSDMA, TRAPPC4, ELP2, MEMO1, ELP3, AP2B1, RAB11A, TTC8, CAPZA1, ID2, ABI1, TUBGCP5, COPS8, GALK2, NUCB2, RPS24, TNRC6B	136	5629	20660	1.43032928218365	0.489193526409925	0.167706304337512	0.166308751801366
GOTERM_CC_DIRECT	GO:0022627	cytosolic small ribosomal subunit	4	2.7027027027027	0.00358631177025901	RPS18, RPS5, RPS11, RPS24	136	47	20660	12.9286608260325	0.577793995077431	0.172142964972432	0.170708440264329
GOTERM_CC_DIRECT	GO:0005840	ribosome	6	4.05405405405405	0.00662334789396024	RPL3, RPS18, RPS5, RPS11, RPL28, RPS24	136	180	20660	5.06372549019608	0.797069374315526	0.26493391575841	0.26272613312709
GOTERM_CC_DIRECT	GO:0015935	small ribosomal subunit	3	2.02702702702703	0.0163584307146159	RPS18, RPS5, RPS24	136	30	20660	15.1911764705882	0.980908073214987	0.560860481643975	0.556186644296942
GOTERM_CC_DIRECT	GO:0071013	catalytic step 2 spliceosome	4	2.7027027027027	0.0224699913737891	PNN, DHX35, RALY, SRRM1	136	92	20660	6.60485933503836	0.995722169009118	0.581156765080795	0.576313792038455
GOTERM_CC_DIRECT	GO:0005925	focal adhesion	8	5.40540540540541	0.0240681142006065	ARF3, BCAR3, RPL3, PDCD6IP, RPS18, RPS5, TWF1, RPS11	136	434	20660	2.80021686093792	0.997111437179958	0.581156765080795	0.576313792038455
GOTERM_CC_DIRECT	GO:0005634	nucleus	52	35.1351351351351	0.0242148652116998	JPT1, STAG3L3, CRTC2, CSRNP3, RPL3, POP4, SETD6, ARID4A, UBE3A, C1ORF174, CCAR1, ZNF808, PSMD4, RPS18, SUMO3, NUSAP1, EPC1, PHLDA1, EIF5A, TLE3, RMI1, IFRD1, ZFP69B, ARID5B, SAFB, SRRM1, TBL1XR1, TAGLN3, MAML3, DTL, SUPT4H1, HNRNPDL, RALY, KHDC4, ZNF346, MYH10, E2F6, NFYC, ATAD2, ELP2, MEMO1, ELP3, ZFHX4, MEIS2, NASP, ID2, ABI1, SPRTN, NDUFAF3, HBP1, COPS8, RPS24	136	6106	20660	1.29371303057745	0.997213830989019	0.581156765080795	0.576313792038455
GOTERM_CC_DIRECT	GO:0033588	Elongator holoenzyme complex	2	1.35135135135135	0.0448599933871262	ELP2, ELP3	136	7	20660	43.4033613445378	0.999983552925052	0.978763492082754	0.970607129648731
GOTERM_CC_DIRECT	GO:0048471	perinuclear region of cytoplasm	10	6.75675675675676	0.0592569532263922	MOB4, ARF3, GSDMA, TWF1, COPS8, MEIS2, ATRAID, SH3RF1, RAB11A, CCAR1	136	754	20660	2.01474488999844	0.999999570419964	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0030122	AP-2 adaptor complex	2	1.35135135135135	0.0634687738518105	AP2S1, AP2B1	136	10	20660	30.3823529411765	0.999999853666768	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0005794	Golgi apparatus	13	8.78378378378378	0.0724623749600122	DYNC2H1, ARF3, TRAPPC4, LYSMD3, YIF1A, SH3RF1, RAB11A, JAKMIP2, MOB4, CSDE1, NUCB2, GAS8, JAM3	136	1147	20660	1.72175496179291	0.999999985559955	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0042641	actomyosin	2	1.35135135135135	0.0756742442023362	PDCD6IP, MYH10	136	12	20660	25.3186274509804	0.999999993719227	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0030666	endocytic vesicle membrane	3	2.02702702702703	0.0844673088863361	AP2S1, AP2B1, RAB11A	136	74	20660	6.15858505564388	0.999999999366531	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0032040	small-subunit processome	3	2.02702702702703	0.0864229942815741	RPS5, RPS11, RPS24	136	75	20660	6.0764705882353	0.999999999620826	1	0.99581589958159
GOTERM_CC_DIRECT	GO:0071203	WASH complex	2	1.35135135135135	0.0996134935052372	WASHC4, CAPZA1	136	16	20660	18.9889705882353	0.99999999998844	1	0.99581589958159
GOTERM_MF_DIRECT	GO:0005515	protein binding	118	79.7297297297297	9.27E-08	WASHC4, JPT1, CRTC2, RPL3, POP4, UMAD1, UBE3A, THUMPD1, CYB5D2, CDC14A, CCAR1, PNN, PSMD4, RPS18, FNTB, NUSAP1, EPC1, RPS11, LGALS8, PHLDA1, DYNC2H1, TLE3, RPS5, ZFP69B, ARID5B, SRRM1, TMEM254, MYL6, BCAM, TBL1XR1, THAP9, MAML3, RPL28, COX19, FKBP2, INO80E, SUPT4H1, TWF1, SUPT6H, HNRNPDL, KHDC4, NRBF2, MYH10, MPDU1, GSDMA, IQSEC1, TRAPPC4, SLC52A2, MEMO1, MOB4, NDUFAF8, NASP, ID2, TUBGCP5, SPRTN, TRMT12, NDUFAF3, HBP1, NOL12, COPS8, C2CD2L, COX20, ARF3, BCAR3, DOC2A, RNF13, SCHIP1, SETD6, C1ORF35, C1ORF174, ATRAID, SH3RF1, FARS2, OTUD6B, SUMO3, TCP11L1, DLAT, METTL17, EIF5A, PDCD6IP, RMI1, RGMB, SAFB, ARID1B, TMEM175, DUS2, CSDE1, POLR1E, ETF1, DTL, GAS8, WBP1, JAKMIP2, SRR, C6ORF58, DNAJB4, ORMDL2, AP2S1, RALY, ZNF346, E2F6, DEDD, JAM3, MGME1, NFYC, ATAD2, ELP3, AP2B1, AIG1, MEIS2, RAB11A, YIF1A, TMCO6, TTC8, CAPZA1, ABI1, NUCB2, TNRC6B	136	12657	18976	1.30081935594812	1.92E-05	1.92E-05	1.92E-05
GOTERM_MF_DIRECT	GO:0003723	RNA binding	27	18.2432432432432	1.48E-05	ARF3, RPL3, C1ORF35, THUMPD1, SUPT6H, CCAR1, PNN, HNRNPDL, PSMD4, RPS18, DHX35, NUSAP1, RALY, KHDC4, ZNF346, RPS11, EIF5A, RPS5, SAFB, SRRM1, CSDE1, HBP1, ETF1, NOL12, RPL28, RPS24, TNRC6B	136	1483	18976	2.5403197017175	0.0030498543215578	0.00152724603442295	0.00152724603442295
GOTERM_MF_DIRECT	GO:0003735	structural constituent of ribosome	7	4.72972972972973	0.00246992853955236	RPL3, RPS18, RPS5, RPS11, RPL28, RPS24, MRPL33	136	191	18976	5.1136433631044	0.400648868179054	0.170425069229113	0.170425069229113
GOTERM_MF_DIRECT	GO:0019843	rRNA binding	4	2.7027027027027	0.00376873766717693	RPS18, RPS5, NOL12, RPS11	136	44	18976	12.6844919786096	0.542327973744653	0.195032174276406	0.195032174276406
GOTERM_MF_DIRECT	GO:0003677	DNA binding	16	10.8108108108108	0.0558916313784481	NFYC, ARID4A, ARID5B, ZFHX4, SUPT6H, MEIS2, ARID1B, SRRM1, PNN, HNRNPDL, THAP9, NUSAP1, POLR1E, HBP1, DEDD, NUCB2	136	1347	18976	1.65736495043452	0.99999324660142	1	1
GOTERM_MF_DIRECT	GO:0003774	motor activity	3	2.02702702702703	0.0740892816270531	DYNC2H1, MYL6, MYH10	136	63	18976	6.64425770308123	0.999999879827226	1	1
